NCBI Gene ID	Human NCBI Gene ID	PValue	logFC
101886857		0.395315275	-0.682303367
101886880		0.707166464	-0.215801632
101886900		1.0	-0.277442587
101886918		0.606832167	0.625003318
101886928		0.540173944	0.562208895
101886947	9586	0.253380661	0.582505762
101886966		0.157861089	1.51139585
101886985		0.057210797	-1.221244675
101887003		0.137414421	-0.551878489
101887017		0.976190826	-0.011890899
101887036		0.504302728	0.512920523
101887064		0.017629397	0.862128223
101887081		0.293749639	0.411198944
101887100		0.000467398	1.773573784
101887112		0.506039705	0.752838842
101887122		0.714402242	0.396992973
101887130		0.909850368	0.119719302
101887148		0.902301454	0.090638224
101887156		0.751151684	0.221950399
101887165	63941	0.729683527	0.08208944
101887189		0.895911105	0.11261576
102216265	30812	0.879974547	-0.052758245
102467218	9508	0.928397582	-0.037330117
102725533	54922	0.01105037	-0.550729
102725537	7223	0.031506289	-0.369231808
103283056	200424	0.582353414	-0.074832838
103908625	9448	0.019398351	-0.321196162
103908643	9236	0.048069056	0.432956351
103908660		0.211882018	0.276602595
103908668		0.831733766	0.069370008
103908689		0.855715892	-0.100303221
103908715		0.061694915	-1.712770042
103908746		0.514643603	0.346608684
103908760		0.204958368	0.960545816
103908785	85459	0.183188513	-0.363052677
103908810		0.255359643	1.402512568
103908855		0.050630972	2.78583853
103908919		0.115434116	1.08616466
103908936		1.0	-1.204939292
103908991	7071	0.056358577	-3.356716026
103909035	288	0.456942683	0.256296682
103909058		0.00978727	2.147775533
103909108		1.0	1.262142854
103909118		0.368843834	-0.225814373
103909146		0.370939229	-0.586897836
103909181		0.620705921	0.538082056
103909195		0.145381126	0.549718778
103909220		0.564045638	-0.547274691
103909269		0.581856296	0.514443749
103909278		0.899212891	-0.110060224
103909302		1.0	-0.729225941
103909357		0.11728563	0.889722297
103909383		0.220512551	1.28432292
103909407		1.0	0.217520035
103909433		0.439020128	0.644714578
103909475		0.659912949	-0.258122977
103909505		0.372078889	-0.37480916
103909512		0.572452082	-0.350566522
103909543		0.75986416	-0.302779234
103909553		0.75543326	-0.267125189
103909567		0.792120617	0.238220458
103909619		0.821426201	0.187044993
103909653		0.232488293	-0.435757771
103909693		0.536828194	-0.522334503
103909721		0.920467371	0.052827566
103909743		0.341192197	0.744076814
103909756	11148	0.491518537	-0.162198643
103909783		1.0	1.646064359
103909805		0.617936607	0.505795494
103909811		0.548520723	-0.290872684
103909826		0.036648107	3.543882987
103909874	90019	0.373086791	0.209098359
103909892		1.0	-0.471231542
103909917		1.0	-1.388741032
103909933		0.448416972	-0.486786829
103909948		0.005756118	-1.051189561
103909961		0.181366969	1.081483814
103909969		0.023044109	-0.788053129
103909974		0.645060908	-0.339411964
103909985		0.369285973	0.710499904
103910002		0.826883985	0.191854995
103910008		0.659874464	0.287839937
103910025		0.774345764	-0.350472609
103910036		0.052603532	0.751485684
103910056		0.96907898	-0.105009094
103910106		0.936737721	-0.107697274
103910147		0.441276618	0.428809862
103910167		0.820910521	0.177171567
103910189		0.160804563	0.594790757
103910217		0.320734991	1.253074102
103910239		0.482219751	0.927669675
103910255		0.237113991	-0.840240277
103910262		0.988293144	0.012208437
103910274		0.202237363	-0.19288979
103910310		0.00387913	0.818409169
103910334		0.262970755	1.697518116
103910362		0.38958594	-0.771121463
103910373		0.807044477	-0.212786609
103910383		0.740174152	-0.059682612
103910402		0.64455567	-0.402837216
103910413	1890	0.140686845	-1.116347277
103910431		0.972298832	-0.037273435
103910447		0.600540511	-0.197744008
103910465		0.474557587	-0.507159875
103910498		0.414948865	-0.744806786
103910528		0.244489589	0.668224489
103910581		0.451363826	-0.279264631
103910614		1.0	-0.838410518
103910625		0.400405095	0.654183004
103910666		0.896658239	-0.150239543
103910704		0.465768343	-0.348759528
103910749		1.0	-0.663631859
103910803		0.681114636	0.405443463
103910902		0.317823692	1.930943903
103910943		0.38626103	0.41965067
103910966		0.769083003	0.256976054
103910996		0.322020378	0.554920804
103911018		0.540659361	-0.161699549
103911034		0.181872151	-0.511233057
103911066		0.252001673	-1.277959243
103911146		0.833699025	-0.147357632
103911184	79586	0.367728859	-0.296944414
103911233		0.061617956	-0.551211781
103911258		0.719855881	-0.365288334
103911284		0.359375176	-1.548356994
103911323		0.585111049	0.23075117
103911361		0.854481872	0.089272019
103911379		0.984111893	0.004102502
103911405	340990	0.622626728	0.127333833
103911422		0.895516823	-0.13756352
103911450		0.741731188	0.245960306
103911475		0.984560572	-0.019476485
103911499		0.648969515	0.911110594
103911563		0.992592212	0.012803507
103911612		0.711474857	-0.222771045
103911653		0.802843941	0.3809336
103911684		0.60849721	0.419346336
103911733		0.828864957	-0.243536838
103911751		1.0	-0.783732336
103911773		1.0	0.088976099
103911782		1.0	0.572166659
103911798	151636	0.547429755	-0.351787426
103911824		0.997981869	0.001463155
103911849		0.331118936	0.604586119
103911869		0.002071622	1.443853724
103911885		0.75857404	-0.234669104
103911894		0.828375614	0.19297964
103911924		0.623652601	-0.553718119
103911967		0.391581642	-0.378649194
103911994		0.1883486	1.148875772
103912024		1.0	0.506685884
103912045		0.820153725	-0.346305033
103912069		0.346063857	-1.385155508
107980438	8224	0.124836289	-1.354286684
107988037		0.357669189	-0.190576971
107990272	107986096	0.998195013	-0.002621667
108004541		0.401973407	0.385413597
108179015		0.825911543	0.095240169
108179036		0.012436045	0.665883268
108179059	529	0.406387978	-0.189934553
108179070		0.878452384	0.32797771
108179085		0.852848383	-0.361807803
108179096		0.204512571	0.563033269
108179100		0.614807908	0.547285768
108179105		2.99e-05	1.463351347
108179116		0.766756274	-0.453303007
108179129	222183	0.000284992	1.432632979
108179178		0.339561253	-1.198384379
108179220		0.3058516	0.40774832
108179231		0.049985453	1.795627303
108179323		0.098218879	0.435946268
108179520		0.754061885	0.196385937
108179593		0.846841	-0.166780169
108179621		0.051080991	0.876364048
108179657		0.384226616	0.782519693
108179687		0.873142372	0.16119281
108179759		0.625960143	-0.263579311
108179784		1.0	-0.069638489
108179813		1.0	0.886823859
108180032		0.896009911	-0.158576216
108180112		0.140234989	0.757147172
108180142		0.511741477	-0.546549416
108180184		0.501703218	0.409959529
108180241		0.703435129	0.415713385
108180286		0.656497657	-0.11628168
108180727		0.621121257	-0.276023792
108180805		0.805296124	0.125013491
108181096		0.574099148	-0.54638723
108181160		0.546087118	-0.2432606
108181193		0.149944429	2.557337326
108181206		0.188112659	1.325083261
108181448		0.466818031	0.872751587
108181502		0.064810995	0.812499624
108181550		0.331159215	0.334543783
108181606		0.04526223	1.836910764
108181755		1.0	-1.395574342
108182171		0.167024181	1.229905368
108182329		0.543514651	0.255922731
108182681		0.044201058	1.836931003
108182764		0.45285814	-0.709203367
108182815		0.665682119	0.535368838
108182859		0.011313211	0.918391383
108182890		0.469452319	-1.009337818
108183205		1.0	-0.832014194
108183310		0.423698319	-0.724048681
108183322		0.177986369	1.022524875
108183347		0.132814896	-0.560906569
108183374		0.367306507	0.358597181
108183426		0.89827886	0.084101804
108183461		0.462567162	-0.592992285
108183482		0.819728784	-0.342827432
108183493		0.646386545	0.405132925
108183498		0.467245935	-0.459992886
108183512		0.634730754	0.249265616
108183521		0.924167241	-0.094427479
108183562		0.28264975	0.477684356
108183591		0.843799718	0.164483121
108183629		0.11526484	0.506163094
108183671		0.678090898	-0.285952499
108183678		0.458237906	0.732837065
108183686		0.466060106	0.306756383
108183703		0.629001526	0.192125824
108183754		1.0	-1.314933097
108183829		0.260013644	-0.63808733
108183900		0.248190089	1.045985968
108183924		0.876142415	0.209523594
108183940		0.379741717	-0.79255958
108184002		0.759260986	0.324947357
108184011		0.644273879	0.231180183
108184061		0.477299182	0.686134791
108187081		0.52379067	0.149758509
108190056		0.691570977	0.229671514
108190350		0.806105416	0.085494213
108190371		0.283423106	0.774009222
108190417		0.977651752	0.01888318
108190590		0.680674901	0.235640824
108190637		0.180202688	0.513510967
108190696		0.059212278	-1.364387263
108190733		0.598801979	-0.19117371
108190761		0.143859696	-1.225923789
108190978		0.872534678	0.283514996
108191294		1.0	1.478292119
108191330		0.573388229	0.174908288
108191505		0.801727532	-0.102947833
108191637		0.887656974	-0.164179389
108191687		0.477839486	0.540044343
108191695		0.830670659	-0.28934859
108191751		0.023019865	2.027067385
108191768	340784	0.573017792	-0.278749259
108191791		0.848895317	0.305481926
108191950		0.964526057	0.019610513
108192008		0.797784156	-0.480399623
108192156		0.065869341	-0.928843805
110437706		0.119580755	1.559426765
110437712		0.676946388	0.052634496
110437720		0.906172341	-0.067752684
110437724		0.293083659	1.511984298
110437728		0.373127381	0.863849756
110437732		0.97457805	0.037092535
110437744		0.987969658	0.009133327
110437751		4.69e-05	-0.44382234
110437758		0.000449687	-0.457852003
110437767		0.006708419	1.434130569
110437771		0.871459345	0.043150349
110437782		0.085588761	0.431188402
110437787		0.638354636	0.180064839
110437793		0.132108148	0.613636912
110437806		0.250982424	0.983459005
110437812		0.909850368	0.093358037
110437819		0.429535788	0.330285615
110437829		0.689105745	0.209970028
110437837		0.87389987	0.156979504
110437844		0.005609875	-1.996716028
110437870		0.751873168	0.216791279
110437878		0.31547158	0.764421904
110437888		0.583438222	0.607703932
110437896		1.0	-1.674984095
110437921		0.960040857	-0.078063377
110437927		0.968131534	-0.063620438
110437937		0.025635912	-0.763689876
110437952		0.360220712	0.7714806
110437961		0.743170792	0.385379447
110437978		0.248524744	0.617516495
110437989		0.360828779	0.939404596
110437997		1.0	-0.746466613
110438004		0.176588204	0.712391565
110438026		0.739728015	0.399854078
110438032		0.001382553	-1.088776266
110438040		0.26530308	-0.790954326
110438071		1.0	0.644884093
110438077		0.010095134	0.953122076
110438093		0.653755345	0.489821099
110438108		0.000179339	0.32266648
110438122		0.929063767	0.142532977
110438133		0.210845412	1.236946592
110438146		0.717623761	0.204781619
110438164		0.710522159	0.50698022
110438188	154215	0.055126667	0.518549684
110438215		0.189743032	0.590601883
110438231		0.369382546	0.54116677
110438235		0.020733562	-3.886198685
110438243		0.299395804	0.237170123
110438251		0.88621129	-0.065146921
110438262		0.396554492	0.234965652
110438268		0.961018221	-0.078392381
110438290		0.824551434	-0.134296169
110438298		0.632827764	-0.491341006
110438320		0.014923677	2.025637533
110438330		1.0	1.265473877
110438343		0.331122082	-1.323371077
110438366		0.645705125	-0.43877939
110438377		0.723289636	-0.152378947
110438396		1.0	-1.111910357
110438403		0.039519649	1.16295756
110438422		0.980804314	-0.014211089
110438437		0.598059487	0.590779907
110438456		0.611443139	-0.528775191
110438464		0.982023125	-0.034246878
110438479		0.257330343	-0.759825659
110438490		0.593383858	-0.461169315
110438503		0.720010735	0.318119239
110438511		0.596569206	-0.16096274
110438534		0.243510101	-1.136587279
110438551		0.417284347	0.590708194
110438598		0.555181477	-0.88561383
110438628		1.0	-0.533669577
110438636		1.0	0.78838508
110438648		0.288973022	1.194851744
110438669		0.056614637	1.807571851
110438688		0.349498773	-0.794765574
110438752		0.341177952	-0.884535669
110438788		0.982973186	0.016456342
110438827		0.576722384	0.359075954
110438871		0.004185033	-1.002399816
110438919	2904	0.548098033	0.147987307
110438940		1.0	-1.122753595
110438985		0.035189104	-2.028569261
110439001		0.585985664	0.235677404
110439013		0.828791305	-0.12137708
110439022		0.150151051	1.529046768
110439038		0.079469754	0.906346575
110439058		1.0	1.163215134
110439110		0.289220408	0.878212003
110439125		0.717623761	-0.526564624
110439139		1.0	-0.671820401
110439178		0.081493363	0.794711134
110439214		0.067713281	0.485034825
110439304		0.866899496	0.062700263
110439310		0.167108598	0.699179427
110439327		0.696950526	0.261782214
110439341		0.143380489	1.231793804
110439353		0.466818031	0.663535624
110439372		0.391428166	-0.47948046
110439379		0.924312008	0.130567535
110439388		0.159358916	-2.164072828
110439408		0.523332816	0.254816908
110439429		0.163466628	-0.734384357
110439438		0.345212338	-0.448340113
110439459		0.514648774	0.30020822
110439490		0.63988253	0.623899971
110439512		1.0	-1.233092567
110439525		0.19717907	-1.151298278
110439590		0.267423602	0.484984758
110439625		0.007152331	3.398313933
110439636		0.754446452	0.14518271
110439786		0.891843298	0.15838804
110439800		0.087223495	0.352106418
110439825		1.0	0.703710721
110439834		0.036030926	2.068686667
110439853		0.182900478	-0.365100782
110439862		0.721484884	-0.272077777
110439879		0.060818157	0.80759467
110439889		0.852690675	0.081315956
110439915		0.11585936	-0.61744678
110439923		0.311315296	0.590376773
110439937		0.732587315	0.303728683
110439945		0.679233732	0.316473819
110439982		0.119872008	0.90442271
110439998		0.017966793	-0.711948812
110440017		1.0	0.140271946
110440027		0.249836017	0.443790176
110440044		0.85493742	0.254750081
110440048		0.361846697	1.061648544
110440056		0.293606034	1.159828133
110440071		0.090569144	2.61781498
110440079		0.039310226	-0.993519884
110440107		0.264130735	-0.632711462
110440135		0.28414206	0.528847325
110440141		0.860677444	0.212421937
110440149		0.257571219	-1.552498247
110440168		0.738238865	-0.173732413
110440179		0.113764121	1.247065438
110440184		0.108393293	1.032127176
110440198		0.644890963	0.611647084
110440211		0.059302266	-2.029873294
114367		0.65119867	-0.282662118
114403	2703	0.947904261	0.020487881
114408	285	0.132984139	-0.39038172
114415	63974	0.781355817	-0.123929867
114421	27329	0.832613687	0.059565097
114426	4953	0.04561001	-0.395489278
114432	694	6e-05	-0.54250461
114437	81848	0.345935632	-0.125968095
114445	7329	0.912651578	0.023081086
114452	8548	0.400069836	-0.142627088
114462	2785	0.614475466	0.113727726
114549	43	0.374454684	-0.163953954
114834	7030	1e-09	3.18912518
116994	908	0.004954702	-0.645728507
117508	10365	0.007067964	-0.982409326
117604	7532	0.125869615	0.273093507
140423	182	0.405335901	-0.111564345
140428	2779	0.673943697	-0.233747484
140506		0.564124034	0.339189008
140514		0.877217049	0.232389029
140521		0.969226718	-0.043898858
140526		0.005057339	-1.262658543
140533		0.315601054	0.300280059
140538		0.493828507	-0.163645823
140599	7431	0.0003453	-0.736888373
140617	5862	0.348786583	0.149165606
140631	342977	0.944866495	0.050371172
140746		0.073565649	-0.697182531
140815	1050	0.719436395	0.098004557
140819	5792	0.607098351	-0.112154531
142987	127343	0.025661042	-0.476207302
170451	2891	0.239793782	0.264871751
170457	9294	0.168821114	-0.210731287
170783	23609	0.003562749	-0.688923462
171465	1912	0.328320121	-0.183872633
171479	1381	0.668059181	-0.18951836
192121		0.818626397	0.044658855
192297	6193	0.440866511	-0.325353099
192301	6152	0.897239107	-0.081596075
192307	1452	0.706299993	-0.161201768
192314	51514	0.167931914	0.284728065
192318	10262	0.041591017	-0.423725651
192324	10574	0.446714071	-0.162322035
192328	7307	0.023390338	-0.739773056
192332	10051	0.001719167	-0.608758122
192338	4171	0.073628234	-0.45441612
195815	4000	0.472166732	0.129173392
195821	4520	2.58e-05	1.518077263
245697	10211	0.252727766	0.124552783
245701	3480	0.031359766	1.075462036
245949	57216	0.16866909	-0.31064623
246091	4081	0.524674094	0.111914284
246095	2821	0.000762585	-0.638998845
246226	5742	0.821786717	0.054635874
252846	4647	0.761043104	-0.083684747
252913	94239	0.237772241	-0.344064998
259190		0.002874032	-0.574532187
259194	9055	0.012834487	-0.437824944
259252	2099	0.649370631	-0.407063446
259258	5025	0.533864327	0.715248065
259306		0.555667726	-0.616700245
260407	8626	0.068203497	0.35953212
260441	4522	7.68e-08	-0.635563767
266640	146862	0.41410171	-0.14155445
266749	5062	0.001178532	-0.324621726
266754		0.390483536	0.221019056
266796	29927	0.508416008	-0.121170674
266958	58158	0.890700067	-0.052076785
266965	30012	0.227441292	0.407662324
266983	4756	0.579839992	-0.064792973
266990	5822	0.040560373	-0.342268142
280648	50700	0.561883956	0.184663192
280652	50937	0.000395861	-0.458986002
282557	1813	0.905122052	0.05107758
282670	2159	0.188829547	0.308584793
282677	10295	0.489036728	0.097511024
286741	10651	0.647066044	0.082942633
286748	93010	0.93334182	-0.035752398
286778	54955	0.159791562	-0.419765545
286829	1605	0.563445868	0.086026071
286833	4160	0.310672829	-0.651562848
30038	6665	0.00901978	0.580778769
30068	847	0.089060437	0.231507111
30077	5950	0.624542545	0.134003056
30082	10657	0.468181951	0.099989634
30086	29922	0.835665765	0.062739487
30096	7545	0.015938125	-0.291247046
30105	81029	0.458654603	0.080624039
30116	1654	4.54e-05	-0.483839423
30121	2324	0.046416482	-0.322346694
30127	7472	0.126063895	1.141776062
30138	28514	0.479238706	-0.158998011
30147	3670	0.520042994	-0.130173273
30155	55714	0.046040271	0.321018455
30159	6939	0.085588761	-1.038309452
30166	143098	0.656291049	0.109411618
30172	9688	0.532963879	-0.136401396
30176		0.511741477	-0.179140241
30183	91	0.270125779	0.143239691
30189	5727	0.778794284	-0.085521757
30196	84823	0.048253828	0.297576036
30203	10898	0.136700349	-0.250944165
30210	9935	0.957219177	0.01046091
30218	1943	0.649419975	0.100448753
30223	1946	0.025615205	1.171752624
30230	9118	0.017179924	-0.401347442
30236	2697	0.908804341	0.020700801
30240	2192	0.076604499	-0.365549306
30245	7490	0.913805774	-0.040253123
30254	6911	0.322139527	0.351999896
30260	344022	0.926422691	-0.122448512
30266	10371	0.000421231	-0.65440437
30270	4803	0.742477195	-0.135627667
30275	3625	0.973453039	-0.007311469
30281	4852	0.47661696	0.489272211
30289	390992	0.15770117	-0.784465783
30297	1002	0.16015959	-0.264672206
30301		0.043425959	0.595786501
30310	6929	0.301833696	0.422314611
30315	121643	0.044582932	-0.419050871
30325	3199	0.985889637	0.005751645
30333		0.770147327	0.152728088
30338	3212	0.696450211	-0.078523689
30349	3232	0.986395005	-0.002420522
30356		0.355084233	-0.504310097
30370	2535	0.529974152	-0.091853988
30381	1592	3.81e-07	-1.122755808
30387	5693	0.007910449	0.595818536
30395	117581	0.091642236	-0.392490735
30399	6862	0.991176414	-0.003240735
30405	3237	0.268217621	-0.255324865
30416	120237	0.483149595	-0.178487477
30424	7026	0.210459337	0.178780645
30429	29895	0.13953532	0.382626049
30436	2138	0.390800871	0.166719703
30442	1910	0.001268615	0.74753293
30447	4684	0.042961904	0.237508173
30453	3833	0.079655049	-0.320060725
30458	2625	1.19e-09	-0.771277333
30463	3975	0.79878328	0.041232924
30467	4149	0.882538987	-0.018815464
30472	30062	0.722726511	0.091026523
30476	11197	0.608607591	0.090408083
30480	2624	0.045893922	-0.270914683
30488	1459	0.239022044	-0.165306998
30497	3945	0.085387706	-0.558793933
30501	5015	0.487421401	-0.155256436
30507	3039	0.673673664	-0.687446257
30512	5979	0.010261366	-0.285322716
30518		1.0	0.853694991
30526		0.049936336	0.352323563
30532	5077	0.817390983	0.060164228
30538	2253	0.90852045	-0.033609372
30544	64321	1.0	0.020265228
30549	2248	0.032353176	-0.632423847
30558	5083	0.019003081	0.326610929
30564	4205	8.42e-05	0.549592423
30572	5901	0.326145763	-0.218295869
30576		0.479783384	0.162741111
30580	4209	0.86644893	0.057800961
30584	655	0.393141285	-0.501336086
30590	7157	0.175649248	0.414248054
30597		0.233890395	0.732214032
30602	6664	0.777358902	0.047406589
30607	7068	0.739059902	-0.100006749
30616	4625	0.26293341	0.186738526
30622	7329	0.026161094	-0.707732771
30628	4086	0.156592076	-1.436552999
30634	3897	0.926133708	0.025239991
30639	4087	0.860493841	0.023575498
30644	8898	6.26e-06	-0.665878482
30650	5746	0.484904114	-0.51594785
30655	23788	0.868271467	0.034863974
30659	1789	0.681623866	-0.098108131
30664	2931	0.192857036	-0.136024254
30669	4544	0.482219751	0.92661285
30674	7008	0.461665917	0.161902001
30679	5629	0.996581607	-0.000752941
30683		0.086163117	0.648332921
30688	2050	0.007726902	-0.232033174
30694	137814	0.086987589	0.662291062
30701	51176	0.060169969	0.252970403
30705	2260	0.141433161	0.273062315
30711	6616	0.557234767	0.087034245
30715	5451	0.011961282	-0.355189873
30721	3651	1.0	-0.041034691
30725	1134	0.490223408	-0.106244039
30732	1995	0.144534129	-0.247033079
30737	1996	0.331360409	-0.133784209
30744	865	0.00021065	0.397909994
30750	5467	0.084466646	0.262086195
30765	56952	0.566253455	0.088227143
30769	6091	0.7895502	-0.076948589
317636	4975	0.960531707	-0.067480259
317640	55622	0.753332859	0.100669217
317679	8607	0.000333037	-0.60528081
317734	2100	0.328783309	0.736067346
317740	5422	0.133648671	-0.215965973
317745	3615	0.072232358	-0.292202213
317765	4778	0.044206327	0.746198938
321046	718	0.830464011	-0.052211006
321058	10885	0.000112664	-0.743453736
321065	9882	0.014056275	0.447180873
321107	5908	0.623652601	-0.067167048
321127	8886	0.082987651	-0.217361374
321155		0.564986839	0.164210921
321193	10606	0.001730251	-0.670345548
321212	1298	0.000133086	-0.589552802
321224	80201	0.858805277	0.071566601
321245	150572	0.552063737	-0.185981997
321264	221833	0.888290284	-0.029218779
321289	64318	0.197188939	-0.280842791
321315		0.739400129	0.06500895
321357	6678	0.667223483	-0.079007036
321383	5217	0.161669123	-0.241993621
321449	1490	0.937725152	-0.028200426
321465	10106	0.881078051	0.184865112
321496	1072	0.005893637	-0.669613891
321541	6574	0.071111406	-0.169196464
321555	55660	0.015904035	-0.380091948
321585	5706	0.438724225	-0.306678938
321614	80335	0.928523014	-0.019316479
321622	3146	0.28760255	-0.634286569
321658	11054	0.226852395	0.179045007
321686	22889	0.09616879	-0.467468893
321696	79005	0.167931914	-0.355915385
321709	5108	0.288241322	-0.18775556
321724	533	0.910134236	-0.021279702
321739	10527	0.14663105	-0.152680624
321756	7050	0.641761768	-0.071276804
321795	2288	0.801727532	-0.075538681
321808	808	0.302306536	0.149295699
321837	9817	0.714551999	0.075048556
321855	8100	0.172675819	-1.110112932
321872	6429	8.59e-06	0.512152832
321897	26354	0.368843834	-0.221413266
321928	26227	0.061308695	-0.431742373
321938	9267	0.905996038	0.022392701
321948	9879	0.058967642	-0.622713189
321979	6294	0.564284564	0.119426885
322008	54442	0.40963512	0.160430064
322055	1491	0.866688302	-0.036486235
322073	51035	0.379741717	-0.231516331
322106	1453	0.845881549	-0.023063782
322126	7417	0.081430621	-0.332014757
322178		4.63e-05	-0.447599896
322221	81	0.84743098	-0.020469738
322237	10209	0.960703749	-0.015191233
322237	10289	0.960703749	-0.015191233
322256	1983	0.595954448	-0.122286353
322275	5885	0.078585676	-0.25053121
322331		0.060169969	-0.415343597
322347	84263	0.614475466	-0.117678115
322362	5250	0.679306192	-0.11576476
322404	29997	0.505589376	-0.229913367
322455	928	0.840346647	0.05958812
322485	183	0.632571831	0.265850892
322508	8971	0.618479102	0.140829743
322527	10072	0.000510166	-0.719443693
322545		1.0	-0.047706644
322599	1964	0.649470965	-0.1274209
322617		0.247934352	0.532436178
322660	51733	1.0	-0.908837701
322691	5340	0.736549989	0.073865708
322720	80271	0.040408584	0.247610242
322795	64651	0.852162594	0.033760441
322854	51433	0.889270679	-0.029610412
322893	133060	0.283221725	-0.389326797
322950	9306	0.744524222	-0.043337235
322973	11333	0.359587402	-0.154445754
322997	22936	0.107978893	-0.190862948
323016	11340	0.281628489	-0.337401546
323071	10915	0.136294872	-0.375460688
323107	5223	0.286912301	-0.207876172
323181	11143	0.009349021	-0.322050482
323203	8723	0.374222122	-0.125079023
323239	2966	0.071546222	-0.314770631
323269	7704	0.3007304	-0.10762598
323315		0.048253828	0.805690022
323346	25942	0.071432019	-0.14277631
323368	55174	0.393879206	-0.195565416
323439	6507	0.020634285	-0.479590979
323453	1982	0.311988775	-0.123195212
323465	1462	0.001718133	-0.430201845
323482	51006	0.644510393	-0.107490933
323509		0.16086371	0.289404535
323559	113246	0.808627151	0.065194745
323579	1213	0.000621745	-0.55822988
323613	3074	0.88109447	0.030210569
323632	9445	0.756180144	-0.072481014
323656		0.301141936	0.227127201
323672	80155	0.046665789	-0.231267894
323695	857	0.482912622	0.225370901
323706	6252	0.350365771	-0.189205359
323721	10432	0.212258799	-1.010492684
323737		0.047835469	0.311558577
323780	729082	0.240627216	0.183530965
323839	57147	0.18428984	-0.220503585
323865	10482	0.018754906	0.347753405
323898	23288	0.637637119	-0.09046001
323922	3301	0.015374898	-0.372850023
323956	4836	0.275036217	-0.154424088
324005	54788	0.371546592	0.182197081
324023	1832	0.410063993	-0.096833197
324052	29071	0.064966867	0.260262407
324089	55070	0.151683108	-0.295195317
324109	6667	0.149833651	-0.452786306
324134	8623	0.426354958	0.19549798
324142	6868	0.370484798	0.138756679
324180	200081	0.946240966	-0.012189933
324201	1737	0.151855881	-0.222497757
324215	3481	0.669665207	-0.098832363
324244	7171	0.936683051	-0.025001859
324267	10767	0.149637565	-0.304817111
324307	535	0.944815656	0.009440305
324332	116988	5.93e-09	1.030020991
324345	57153	0.905996038	0.019233345
324373	3338	0.118008063	0.452454154
324407	22856	0.835122879	0.049145788
324421	11331	0.09228503	-0.258023981
324467	192683	0.074889051	0.553952844
324476	153527	0.471322965	-0.173853328
324487	10724	0.05828523	0.259029952
324520	137735	0.862495717	0.049398615
324554	51692	0.662642044	-0.07619257
324569	9570	0.071797876	-0.504620499
324587	57613	0.454012972	-0.173703274
324689	115761	0.586109262	-0.331507954
324743	10073	0.042657042	-0.540051335
324790	5798	0.874674664	0.024102215
324832	26984	8.33e-06	-0.540760515
324849	8543	0.127303615	0.263766144
324900	51060	0.919336604	-0.026246174
324931	221833	0.03969327	0.287064508
324947	22929	0.014586955	-0.334026587
324964	9937	0.213729703	0.292965569
325004	27111	0.280348725	-0.251153961
325042	23043	0.10683667	-0.185911189
325085	85464	0.789943389	0.032039453
325167	81573	0.33813687	-0.136504608
325221	8178	0.116438839	-0.207696463
325248	64794	0.005906704	-0.807280492
325288	10215	0.464592061	-0.168855827
325317	811	0.950789669	0.013065275
325361	11261	0.563329967	0.165682387
325395	55904	0.006018114	-0.333407773
325430	79768	0.46535194	-0.149759009
325470	7319	0.733968054	0.06317038
325530	125150	0.004669792	-1.078336265
325550	10212	0.214585627	-0.226242788
325592		0.359587402	0.155956127
325615		0.132721322	-0.566753887
325675	1277	0.002664148	-0.547409234
325699	152007	0.751527735	-0.130690843
325735	116225	0.184055444	-0.179540932
325772	83874	0.240104597	0.216159949
325875	8694	0.067561446	-0.445362636
325922	54884	0.415477237	0.148193172
325975	254428	0.000306418	1.830664978
326022		0.803435154	0.145876906
326055	23151	0.002094919	0.633722324
326076	79447	0.957999372	0.030951133
326092	22828	0.000219779	-0.524400804
326102	64399	0.821373601	0.099735613
326287	2035	0.582216238	0.157692052
326663	10492	0.000854785	-0.428268518
326701	6748	0.007433119	0.607851328
326718	51575	0.070187394	-0.442380881
326729	80119	0.735944097	0.083416846
326761		0.21036987	0.206363433
326825	10672	0.270725242	-0.221654669
326864	29789	0.41052404	0.180960346
326887	57120	0.215209429	0.26906471
326906	6839	0.149977526	-0.237781887
326931	1266	0.007433119	0.403577281
326962	9377	0.861000741	-0.086594548
327005		0.965987873	0.010961026
327026		0.558035951	-0.11235718
327040	57456	0.020432948	0.530464219
327057	7371	0.003822849	0.516473072
327068	10109	0.41126857	-0.209310468
327079	79685	0.031480249	-0.693294705
327108	8019	0.58386852	-0.053618452
327138	284129	0.071321116	-0.254678657
327160	321	0.093252951	-0.181388082
327168	10765	6.86e-06	-0.891101038
327179	7150	0.324860953	-0.451669758
327200	140461	0.213066229	0.17537985
327215	8065	0.238477619	-0.567172979
327232	54165	0.179546767	0.207247205
327248	9202	0.049584682	-0.220126861
327272	9368	0.299207109	-0.31751249
327284		0.245832772	0.268547586
327292	7179	0.201434725	0.230700633
327292	93492	0.201434725	0.230700633
327313	55175	0.027931379	0.362153408
327322	2072	0.074933742	-0.319611911
327329	55278	0.49764401	-0.156413418
327341	1968	0.000116131	-0.696360906
327352	29123	0.066754081	0.433181592
327368	10636	0.369296679	0.604013054
327377		0.838446212	0.131063132
327399		0.665918092	0.143591619
327417	51144	0.735175255	0.09129429
327447	55666	0.367139064	-0.148216672
327466		0.862893022	0.024762568
327494		0.016281469	-0.403634771
327500		0.066255857	-0.305589079
327512	29968	0.134016804	0.317589997
327531		0.270971713	0.166905217
