ZFIN ID	Human NCBI Gene ID
ZDB-GENE-030131-7197	92255
ZDB-GENE-030131-7205	93034
ZDB-GENE-030131-7209	3691
ZDB-GENE-030131-7218	10226
ZDB-GENE-030131-722	347733
ZDB-GENE-030131-7228	2857
ZDB-GENE-030131-726	7398
ZDB-GENE-030131-7269	64847
ZDB-GENE-030131-727	54442
ZDB-GENE-030131-7271	9111
ZDB-GENE-030131-7275	2280
ZDB-GENE-030131-7276	10142
ZDB-GENE-030131-7279	4117
ZDB-GENE-030131-7282	440138
ZDB-GENE-030131-7286	10232
ZDB-GENE-030131-7291	133690
ZDB-GENE-030131-7293	9159
ZDB-GENE-030131-7297	6860
ZDB-GENE-030131-73	7045
ZDB-GENE-030131-731	3161
ZDB-GENE-030131-7310	1933
ZDB-GENE-030131-732	786
ZDB-GENE-030131-7336	6430
ZDB-GENE-030131-7347	219972
ZDB-GENE-030131-7349	9021
ZDB-GENE-030131-7356	51092
ZDB-GENE-030131-7369	892
ZDB-GENE-030131-7377	7756
ZDB-GENE-030131-7382	79798
ZDB-GENE-030131-7389	26135
ZDB-GENE-030131-7393	2896
ZDB-GENE-030131-7399	54455
ZDB-GENE-030131-740	54969
ZDB-GENE-030131-7410	3429
ZDB-GENE-030131-7414	10095
ZDB-GENE-030131-7425	8612
ZDB-GENE-030131-7427	8711
ZDB-GENE-030131-7433	28958
ZDB-GENE-030131-7434	2517
ZDB-GENE-030131-7435	10039
ZDB-GENE-030131-7437	345895
ZDB-GENE-030131-7439	3831
ZDB-GENE-030131-7447	6272
ZDB-GENE-030131-7450	8658
ZDB-GENE-030131-7451	26127
ZDB-GENE-030131-7452	10146
ZDB-GENE-030131-7459	5478
ZDB-GENE-030131-7461	80303
ZDB-GENE-030131-7464	440836
ZDB-GENE-030131-7476	54621
ZDB-GENE-030131-7479	6147
ZDB-GENE-030131-7487	154796
ZDB-GENE-030131-7489	147798
ZDB-GENE-030131-7491	140767
ZDB-GENE-030131-7496	66008
ZDB-GENE-030131-7499	7006
ZDB-GENE-030131-751	79867
ZDB-GENE-030131-7510	84148
ZDB-GENE-030131-7512	7016
ZDB-GENE-030131-7513	5777
ZDB-GENE-030131-7517	92126
ZDB-GENE-030131-7518	403
ZDB-GENE-030131-7523	604
ZDB-GENE-030131-7531	1829
ZDB-GENE-030131-7564	54949
ZDB-GENE-030131-7568	56650
ZDB-GENE-030131-7570	8490
ZDB-GENE-030131-7577	463
ZDB-GENE-030131-7582	79641
ZDB-GENE-030131-7590	5957
ZDB-GENE-030131-7594	57172
ZDB-GENE-030131-7595	2793
ZDB-GENE-030131-7596	2792
ZDB-GENE-030131-760	51447
ZDB-GENE-030131-7625	646262
ZDB-GENE-030131-7638	11344
ZDB-GENE-030131-7647	5757
ZDB-GENE-030131-7649	513
ZDB-GENE-030131-7655	4190
ZDB-GENE-030131-7656	4831
ZDB-GENE-030131-7660	8533
ZDB-GENE-030131-7661	163732
ZDB-GENE-030131-7662	1687
ZDB-GENE-030131-7663	55362
ZDB-GENE-030131-7664	58473
ZDB-GENE-030131-7667	3958
ZDB-GENE-030131-7672	6785
ZDB-GENE-030131-7676	9097
ZDB-GENE-030131-7681	9771
ZDB-GENE-030131-7685	56970
ZDB-GENE-030131-7691	9167
ZDB-GENE-030131-7696	7485
ZDB-GENE-030131-7698	2971
ZDB-GENE-030131-7715	1337
ZDB-GENE-030131-7737	6205
ZDB-GENE-030131-774	1491
ZDB-GENE-030131-7742	6648
ZDB-GENE-030131-7745	23229
ZDB-GENE-030131-775	55959
ZDB-GENE-030131-7751	122060
ZDB-GENE-030131-7753	51028
ZDB-GENE-030131-7754	26000
ZDB-GENE-030131-7762	84316
ZDB-GENE-030131-7763	53344
ZDB-GENE-030131-7764	358
ZDB-GENE-030131-7773	2621
ZDB-GENE-030131-7778	9381
ZDB-GENE-030131-7779	6506
ZDB-GENE-030131-778	23649
ZDB-GENE-030131-7781	9209
ZDB-GENE-030131-7782	7555
ZDB-GENE-030131-7785	8848
ZDB-GENE-030131-7787	10099
ZDB-GENE-030131-779	7531
ZDB-GENE-030131-7791	56341
ZDB-GENE-030131-7797	54480
ZDB-GENE-030131-780	1013
ZDB-GENE-030131-7802	2194
ZDB-GENE-030131-7805	399697
ZDB-GENE-030131-7806	81618
ZDB-GENE-030131-7809	359948
ZDB-GENE-030131-7811	149297
ZDB-GENE-030131-7824	57498
ZDB-GENE-030131-7826	401399
ZDB-GENE-030131-7828	23028
ZDB-GENE-030131-7831	29116
ZDB-GENE-030131-7832	56946
ZDB-GENE-030131-7837	9093
ZDB-GENE-030131-7839	3362
ZDB-GENE-030131-7844	28999
ZDB-GENE-030131-7847	84918
ZDB-GENE-030131-7848	8030
ZDB-GENE-030131-7850	8125
ZDB-GENE-030131-7856	23284
ZDB-GENE-030131-7859	3725
ZDB-GENE-030131-786	27430
ZDB-GENE-030131-7860	8192
ZDB-GENE-030131-7864	9723
ZDB-GENE-030131-7868	5413
ZDB-GENE-030131-787	6712
ZDB-GENE-030131-7871	966
ZDB-GENE-030131-7873	1454
ZDB-GENE-030131-7880	55644
ZDB-GENE-030131-7887	10128
ZDB-GENE-030131-7889	4035
ZDB-GENE-030131-7893	2911
ZDB-GENE-030131-7896	221184
ZDB-GENE-030131-7905	8499
ZDB-GENE-030131-7914	401115
ZDB-GENE-030131-7915	79644
ZDB-GENE-030131-7917	2806
ZDB-GENE-030131-792	51035
ZDB-GENE-030131-7928	6185
ZDB-GENE-030131-7930	2995
ZDB-GENE-030131-7937	3593
ZDB-GENE-030131-7949	6830
ZDB-GENE-030131-7951	55213
ZDB-GENE-030131-7972	4753
ZDB-GENE-030131-7983	79870
ZDB-GENE-030131-7997	64101
ZDB-GENE-030131-8001	125704
ZDB-GENE-030131-8003	51062
ZDB-GENE-030131-8004	57556
ZDB-GENE-030131-8005	6390
ZDB-GENE-030131-8007	382
ZDB-GENE-030131-8008	399947
ZDB-GENE-030131-8013	2893
ZDB-GENE-030131-8015	58487
ZDB-GENE-030131-8019	202052
ZDB-GENE-030131-8022	3340
ZDB-GENE-030131-8026	4753
ZDB-GENE-030131-8029	388135
ZDB-GENE-030131-8032	8453
ZDB-GENE-030131-8039	83875
ZDB-GENE-030131-8043	114088
ZDB-GENE-030131-8047	283455
ZDB-GENE-030131-8048	22866
ZDB-GENE-030131-8049	6917
ZDB-GENE-030131-8060	664
ZDB-GENE-030131-8062	1350
ZDB-GENE-030131-8064	79576
ZDB-GENE-030131-8068	55571
ZDB-GENE-030131-8076	8567
ZDB-GENE-030131-8077	143872
ZDB-GENE-030131-8078	23607
ZDB-GENE-030131-808	1503
ZDB-GENE-030131-8082	342865
ZDB-GENE-030131-8089	60484
ZDB-GENE-030131-8092	26033
ZDB-GENE-030131-8093	51118
ZDB-GENE-030131-8097	2912
ZDB-GENE-030131-8100	27445
ZDB-GENE-030131-8101	22884
ZDB-GENE-030131-8103	10133
ZDB-GENE-030131-8106	64106
ZDB-GENE-030131-8107	793
ZDB-GENE-030131-8109	4632
ZDB-GENE-030131-8115	27445
ZDB-GENE-030131-8118	9703
ZDB-GENE-030131-8131	339451
ZDB-GENE-030131-8134	83992
ZDB-GENE-030131-8137	134111
ZDB-GENE-030131-8142	57223
ZDB-GENE-030131-8162	51704
ZDB-GENE-030131-8168	339287
ZDB-GENE-030131-8171	30850
ZDB-GENE-030131-8173	9868
ZDB-GENE-030131-8179	5933
ZDB-GENE-030131-8182	56892
ZDB-GENE-030131-8187	388662
ZDB-GENE-030131-8191	5581
ZDB-GENE-030131-8196	2561
ZDB-GENE-030131-8198	54516
ZDB-GENE-030131-82	10114
ZDB-GENE-030131-8201	23057
ZDB-GENE-030131-8203	54549
ZDB-GENE-030131-8204	54870
ZDB-GENE-030131-8207	4638
ZDB-GENE-030131-8208	124925
ZDB-GENE-030131-8210	84695
ZDB-GENE-030131-8214	7857
ZDB-GENE-030131-8217	205147
ZDB-GENE-030131-822	7165
ZDB-GENE-030131-8225	6844
ZDB-GENE-030131-8226	55652
ZDB-GENE-030131-8227	11222
ZDB-GENE-030131-8228	610
ZDB-GENE-030131-8229	6005
ZDB-GENE-030131-823	2782
ZDB-GENE-030131-8244	9592
ZDB-GENE-030131-8246	146057
ZDB-GENE-030131-8247	79144
ZDB-GENE-030131-825	1453
ZDB-GENE-030131-8255	57585
ZDB-GENE-030131-8263	283987
ZDB-GENE-030131-8264	23309
ZDB-GENE-030131-8265	54112
ZDB-GENE-030131-8274	221294
ZDB-GENE-030131-8277	10672
ZDB-GENE-030131-8278	1915
ZDB-GENE-030131-8283	90196
ZDB-GENE-030131-8284	51690
ZDB-GENE-030131-8286	9013
ZDB-GENE-030131-8290	6659
ZDB-GENE-030131-8292	1827
ZDB-GENE-030131-8295	10216
ZDB-GENE-030131-8301	5795
ZDB-GENE-030131-8304	7114
ZDB-GENE-030131-8307	26355
ZDB-GENE-030131-8308	801
ZDB-GENE-030131-8312	137492
ZDB-GENE-030131-8319	83888
ZDB-GENE-030131-8325	23406
ZDB-GENE-030131-8335	23423
ZDB-GENE-030131-834	64645
ZDB-GENE-030131-8356	2275
ZDB-GENE-030131-8364	4715
ZDB-GENE-030131-8365	2771
ZDB-GENE-030131-8369	226
ZDB-GENE-030131-8370	57132
ZDB-GENE-030131-8373	1300
ZDB-GENE-030131-8376	8566
ZDB-GENE-030131-840	81926
ZDB-GENE-030131-8403	91893
ZDB-GENE-030131-8404	7227
ZDB-GENE-030131-8405	54469
ZDB-GENE-030131-8410	10342
ZDB-GENE-030131-8414	55003
ZDB-GENE-030131-8415	1278
ZDB-GENE-030131-8417	2752
ZDB-GENE-030131-8434	2896
ZDB-GENE-030131-8436	5730
ZDB-GENE-030131-8442	8664
ZDB-GENE-030131-8447	10437
ZDB-GENE-030131-8448	10092
ZDB-GENE-030131-845	7417
ZDB-GENE-030131-8451	790955
ZDB-GENE-030131-8453	3980
ZDB-GENE-030131-8461	7508
ZDB-GENE-030131-8462	55718
ZDB-GENE-030131-8470	84002
ZDB-GENE-030131-8473	4985
ZDB-GENE-030131-8475	7392
ZDB-GENE-030131-848	5928
ZDB-GENE-030131-8480	3146
ZDB-GENE-030131-8485	642
ZDB-GENE-030131-8494	6188
ZDB-GENE-030131-8497	51706
ZDB-GENE-030131-8512	6144
ZDB-GENE-030131-8525	219743
ZDB-GENE-030131-8541	822
ZDB-GENE-030131-8542	8925
ZDB-GENE-030131-8546	165
ZDB-GENE-030131-8550	3032
ZDB-GENE-030131-8554	7534
ZDB-GENE-030131-8556	5478
ZDB-GENE-030131-8557	23191
ZDB-GENE-030131-8561	7070
ZDB-GENE-030131-8563	1975
ZDB-GENE-030131-8567	2934
ZDB-GENE-030131-8569	10190
ZDB-GENE-030131-857	140691
ZDB-GENE-030131-8576	64422
ZDB-GENE-030131-858	10228
ZDB-GENE-030131-8585	6139
ZDB-GENE-030131-8589	8449
ZDB-GENE-030131-8594	58527
ZDB-GENE-030131-8606	6231
ZDB-GENE-030131-8615	283358
ZDB-GENE-030131-8623	7812
ZDB-GENE-030131-8625	10383
ZDB-GENE-030131-8626	6202
ZDB-GENE-030131-8631	6208
ZDB-GENE-030131-8639	64092
ZDB-GENE-030131-8646	6133
ZDB-GENE-030131-865	64395
ZDB-GENE-030131-8654	6129
ZDB-GENE-030131-8656	6134
ZDB-GENE-030131-8657	6156
ZDB-GENE-030131-866	2339
ZDB-GENE-030131-8662	28232
ZDB-GENE-030131-8663	6176
ZDB-GENE-030131-867	488
ZDB-GENE-030131-8670	6157
ZDB-GENE-030131-8671	6128
ZDB-GENE-030131-868	29097
ZDB-GENE-030131-8681	5757
ZDB-GENE-030131-8690	9476
ZDB-GENE-030131-8693	152006
ZDB-GENE-030131-8708	6210
ZDB-GENE-030131-8713	83746
ZDB-GENE-030131-8714	10061
ZDB-GENE-030131-8719	79026
ZDB-GENE-030131-872	3667
ZDB-GENE-030131-8720	5806
ZDB-GENE-030131-8726	55325
ZDB-GENE-030131-8730	5700
ZDB-GENE-030131-8731	689
ZDB-GENE-030131-8733	81671
ZDB-GENE-030131-8741	27230
ZDB-GENE-030131-8742	9453
ZDB-GENE-030131-8743	6649
ZDB-GENE-030131-8752	6169
ZDB-GENE-030131-8755	100134934
ZDB-GENE-030131-8756	9349
ZDB-GENE-030131-8760	1999
ZDB-GENE-030131-8764	51699
ZDB-GENE-030131-8767	4733
ZDB-GENE-030131-8769	7707
ZDB-GENE-030131-8774	10205
ZDB-GENE-030131-8778	8578
ZDB-GENE-030131-8783	998
ZDB-GENE-030131-8788	56926
ZDB-GENE-030131-879	10130
ZDB-GENE-030131-8805	6916
ZDB-GENE-030131-8811	6449
ZDB-GENE-030131-8820	54472
ZDB-GENE-030131-8823	6388
ZDB-GENE-030131-8830	1657
ZDB-GENE-030131-8832	9766
ZDB-GENE-030131-8846	123016
ZDB-GENE-030131-8865	55664
ZDB-GENE-030131-8867	9282
ZDB-GENE-030131-8871	79890
ZDB-GENE-030131-8875	10331
ZDB-GENE-030131-8877	391
ZDB-GENE-030131-8888	1235
ZDB-GENE-030131-8898	23378
ZDB-GENE-030131-8901	509
ZDB-GENE-030131-8903	744
ZDB-GENE-030131-8906	126526
ZDB-GENE-030131-8915	57410
ZDB-GENE-030131-8917	23654
ZDB-GENE-030131-8921	3029
ZDB-GENE-030131-8928	134218
ZDB-GENE-030131-8941	55194
ZDB-GENE-030131-8942	11200
ZDB-GENE-030131-8951	6206
ZDB-GENE-030131-8969	9037
ZDB-GENE-030131-8970	387733
ZDB-GENE-030131-8978	8914
ZDB-GENE-030131-8984	5339
ZDB-GENE-030131-899	37
ZDB-GENE-030131-9	6678
ZDB-GENE-030131-900	26234
ZDB-GENE-030131-9003	57466
ZDB-GENE-030131-9008	5591
ZDB-GENE-030131-9012	26608
ZDB-GENE-030131-9014	5917
ZDB-GENE-030131-9020	4357
ZDB-GENE-030131-9021	9672
ZDB-GENE-030131-9031	55146
ZDB-GENE-030131-9032	7051
ZDB-GENE-030131-9033	5396
ZDB-GENE-030131-9034	6124
ZDB-GENE-030131-904	10403
ZDB-GENE-030131-9045	284361
ZDB-GENE-030131-9049	8932
ZDB-GENE-030131-9056	382
ZDB-GENE-030131-9076	308
ZDB-GENE-030131-9077	53615
ZDB-GENE-030131-9081	124872
ZDB-GENE-030131-9089	4343
ZDB-GENE-030131-9092	6209
ZDB-GENE-030131-9093	8818
ZDB-GENE-030131-9099	4676
ZDB-GENE-030131-9100	51406
ZDB-GENE-030131-9102	1277
ZDB-GENE-030131-911	4735
ZDB-GENE-030131-9110	259307
ZDB-GENE-030131-9111	7248
ZDB-GENE-030131-9112	4077
ZDB-GENE-030131-9116	1369
ZDB-GENE-030131-9120	10631
ZDB-GENE-030131-9122	9887
ZDB-GENE-030131-9123	4313
ZDB-GENE-030131-9126	9592
ZDB-GENE-030131-913	23564
ZDB-GENE-030131-9134	6747
ZDB-GENE-030131-9136	1351
ZDB-GENE-030131-9137	84193
ZDB-GENE-030131-9140	27164
ZDB-GENE-030131-9143	55647
ZDB-GENE-030131-9149	11098
ZDB-GENE-030131-9158	7258
ZDB-GENE-030131-9158	7259
ZDB-GENE-030131-9158	64061
ZDB-GENE-030131-9164	83460
ZDB-GENE-030131-9167	730222
ZDB-GENE-030131-9169	66005
ZDB-GENE-030131-9174	2617
ZDB-GENE-030131-9180	8867
ZDB-GENE-030131-9181	7905
ZDB-GENE-030131-9184	6189
ZDB-GENE-030131-9187	10801
ZDB-GENE-030131-9188	11278
ZDB-GENE-030131-9192	4329
ZDB-GENE-030131-9196	8633
ZDB-GENE-030131-921	8724
ZDB-GENE-030131-9210	22998
ZDB-GENE-030131-9216	83394
ZDB-GENE-030131-9225	57594
ZDB-GENE-030131-9242	23213
ZDB-GENE-030131-9247	5199
ZDB-GENE-030131-925	1655
ZDB-GENE-030131-926	80896
ZDB-GENE-030131-9260	56882
ZDB-GENE-030131-9261	2244
ZDB-GENE-030131-928	9767
ZDB-GENE-030131-9296	1155
ZDB-GENE-030131-9303	3916
ZDB-GENE-030131-9311	56905
ZDB-GENE-030131-9320	26002
ZDB-GENE-030131-9322	241
ZDB-GENE-030131-9341	84962
ZDB-GENE-030131-9345	23212
ZDB-GENE-030131-9347	30846
ZDB-GENE-030131-9358	586
ZDB-GENE-030131-9359	6778
ZDB-GENE-030131-9370	55207
ZDB-GENE-030131-9372	10422
ZDB-GENE-030131-938	4650
ZDB-GENE-030131-9382	414918
ZDB-GENE-030131-9385	56006
ZDB-GENE-030131-9391	10864
ZDB-GENE-030131-9396	11276
ZDB-GENE-030131-9399	23144
ZDB-GENE-030131-940	81
ZDB-GENE-030131-9405	57587
ZDB-GENE-030131-9407	129401
ZDB-GENE-030131-9414	25897
ZDB-GENE-030131-9416	9344
ZDB-GENE-030131-9425	83714
ZDB-GENE-030131-9435	5333
ZDB-GENE-030131-9438	2039
ZDB-GENE-030131-9439	84708
ZDB-GENE-030131-9443	6674
ZDB-GENE-030131-9444	5184
ZDB-GENE-030131-9446	150094
ZDB-GENE-030131-9447	9754
ZDB-GENE-030131-945	54585
ZDB-GENE-030131-9455	80856
ZDB-GENE-030131-947	635
ZDB-GENE-030131-9473	23583
ZDB-GENE-030131-9475	9784
ZDB-GENE-030131-948	132
ZDB-GENE-030131-95	4878
ZDB-GENE-030131-9502	401190
ZDB-GENE-030131-9505	6559
ZDB-GENE-030131-9506	10875
ZDB-GENE-030131-9510	9411
ZDB-GENE-030131-9511	10238
ZDB-GENE-030131-9512	11151
ZDB-GENE-030131-9516	10894
ZDB-GENE-030131-9520	84901
ZDB-GENE-030131-9529	523
ZDB-GENE-030131-9531	5971
ZDB-GENE-030131-9532	5336
ZDB-GENE-030131-9536	85021
ZDB-GENE-030131-9537	51571
ZDB-GENE-030131-9542	57127
ZDB-GENE-030131-9544	4173
ZDB-GENE-030131-9548	8510
ZDB-GENE-030131-9549	54521
ZDB-GENE-030131-955	8890
ZDB-GENE-030131-9559	23036
ZDB-GENE-030131-956	10209
ZDB-GENE-030131-956	10289
ZDB-GENE-030131-9563	23491
ZDB-GENE-030131-9564	8216
ZDB-GENE-030131-9569	23199
ZDB-GENE-030131-9570	5142
ZDB-GENE-030131-9572	2119
ZDB-GENE-030131-9582	10150
ZDB-GENE-030131-9587	84445
ZDB-GENE-030131-9588	816
ZDB-GENE-030131-960	3550
ZDB-GENE-030131-9612	54502
ZDB-GENE-030131-9613	9640
ZDB-GENE-030131-9616	27330
ZDB-GENE-030131-9631	8473
ZDB-GENE-030131-9632	10110
ZDB-GENE-030131-9634	2162
ZDB-GENE-030131-9636	200576
ZDB-GENE-030131-9638	682
ZDB-GENE-030131-9642	873
ZDB-GENE-030131-9643	10841
ZDB-GENE-030131-9646	83543
ZDB-GENE-030131-9652	22974
ZDB-GENE-030131-9653	2934
ZDB-GENE-030131-9654	26574
ZDB-GENE-030131-9659	54407
ZDB-GENE-030131-966	10713
ZDB-GENE-030131-9662	5908
ZDB-GENE-030131-9663	8761
ZDB-GENE-030131-967	6605
ZDB-GENE-030131-9670	4809
ZDB-GENE-030131-9676	79892
ZDB-GENE-030131-968	50509
ZDB-GENE-030131-9684	9585
ZDB-GENE-030131-9685	8886
ZDB-GENE-030131-9686	7884
ZDB-GENE-030131-9687	8634
ZDB-GENE-030131-9691	8602
ZDB-GENE-030131-970	285855
ZDB-GENE-030131-9700	124056
ZDB-GENE-030131-9704	55118
ZDB-GENE-030131-9710	10413
ZDB-GENE-030131-9732	338
ZDB-GENE-030131-9735	83854
ZDB-GENE-030131-9745	25917
ZDB-GENE-030131-9748	10579
ZDB-GENE-030131-975	1983
ZDB-GENE-030131-9751	88745
ZDB-GENE-030131-9753	9590
ZDB-GENE-030131-9762	10606
ZDB-GENE-030131-977	22948
ZDB-GENE-030131-9770	51421
ZDB-GENE-030131-9771	4288
ZDB-GENE-030131-9775	80006
ZDB-GENE-030131-9784	1173
ZDB-GENE-030131-9786	1298
ZDB-GENE-030131-9787	51148
ZDB-GENE-030131-9788	166752
ZDB-GENE-030131-9790	26154
ZDB-GENE-030131-9792	53615
ZDB-GENE-030131-9793	9091
ZDB-GENE-030131-9794	4608
ZDB-GENE-030131-9795	6238
ZDB-GENE-030131-9796	5725
ZDB-GENE-030131-9799	1299
ZDB-GENE-030131-9801	80201
ZDB-GENE-030131-9805	23368
ZDB-GENE-030131-9807	81035
ZDB-GENE-030131-9808	9933
ZDB-GENE-030131-9810	56993
ZDB-GENE-030131-9814	84870
ZDB-GENE-030131-9818	6490
ZDB-GENE-030131-9823	3911
ZDB-GENE-030131-9824	80004
ZDB-GENE-030131-9825	150572
ZDB-GENE-030131-9826	19
ZDB-GENE-030131-9827	55635
ZDB-GENE-030131-9828	117246
ZDB-GENE-030131-9829	80853
ZDB-GENE-030131-9830	10885
ZDB-GENE-030131-9831	8722
ZDB-GENE-030131-9833	9321
ZDB-GENE-030131-9834	5796
ZDB-GENE-030131-9837	8568
ZDB-GENE-030131-9839	5999
ZDB-GENE-030131-984	5717
ZDB-GENE-030131-9845	65012
ZDB-GENE-030131-9847	27250
ZDB-GENE-030131-9848	57158
ZDB-GENE-030131-9849	221833
ZDB-GENE-030131-985	10524
ZDB-GENE-030131-9854	57822
ZDB-GENE-030131-9858	23082
ZDB-GENE-030131-9860	677
ZDB-GENE-030131-9864	10514
ZDB-GENE-030131-9870	327
ZDB-GENE-030131-9875	10324
ZDB-GENE-030131-9877	3993
ZDB-GENE-030131-9878	64318
ZDB-GENE-030131-988	7979
ZDB-GENE-030131-9881	9882
ZDB-GENE-030131-9884	1371
ZDB-GENE-030131-9885	7357
ZDB-GENE-030131-9888	79616
ZDB-GENE-030131-9889	7373
ZDB-GENE-030131-9895	130557
ZDB-GENE-030131-99	9208
ZDB-GENE-030131-9906	55716
ZDB-GENE-030131-9907	125972
ZDB-GENE-030131-9909	26037
ZDB-GENE-030131-9917	27173
ZDB-GENE-030131-9923	3070
ZDB-GENE-030131-9927	85415
ZDB-GENE-030131-993	80775
ZDB-GENE-030131-994	5885
ZDB-GENE-030131-9944	85449
ZDB-GENE-030131-9960	23328
ZDB-GENE-030131-9966	2787
ZDB-GENE-030131-9975	168002
ZDB-GENE-030131-998	4627
ZDB-GENE-030217-1	7251
ZDB-GENE-030219-10	64756
ZDB-GENE-030219-100	1802
ZDB-GENE-030219-104	7029
ZDB-GENE-030219-109	23246
ZDB-GENE-030219-11	6734
ZDB-GENE-030219-119	6197
ZDB-GENE-030219-125	30008
ZDB-GENE-030219-130	84747
ZDB-GENE-030219-132	9100
ZDB-GENE-030219-137	6239
ZDB-GENE-030219-146	168667
ZDB-GENE-030219-147	55268
ZDB-GENE-030219-15	104
ZDB-GENE-030219-158	6502
ZDB-GENE-030219-167	10124
ZDB-GENE-030219-177	57129
ZDB-GENE-030219-181	90993
ZDB-GENE-030219-187	1969
ZDB-GENE-030219-193	3899
ZDB-GENE-030219-204	79144
ZDB-GENE-030219-206	3614
ZDB-GENE-030219-213	4162
ZDB-GENE-030219-38	1315
ZDB-GENE-030219-43	375607
ZDB-GENE-030219-55	23640
ZDB-GENE-030219-74	4008
ZDB-GENE-030219-79	9967
ZDB-GENE-030219-83	4141
ZDB-GENE-030219-89	92154
ZDB-GENE-030219-90	55212
ZDB-GENE-030219-92	7546
ZDB-GENE-030219-98	26230
ZDB-GENE-030311-1	6414
ZDB-GENE-030313-1	5913
ZDB-GENE-030314-1	1129
ZDB-GENE-030317-1	7166
ZDB-GENE-030318-1	6387
ZDB-GENE-030318-2	1121
ZDB-GENE-030318-3	4646
ZDB-GENE-030319-1	5023
ZDB-GENE-030319-2	22953
ZDB-GENE-030319-3	5024
ZDB-GENE-030319-5	5026
ZDB-GENE-030319-6	5027
ZDB-GENE-030321-1	2735
ZDB-GENE-030323-1	2263
ZDB-GENE-030326-1	1743
ZDB-GENE-030326-2	7001
ZDB-GENE-030326-3	25932
ZDB-GENE-030326-4	3315
ZDB-GENE-030326-5	217
ZDB-GENE-030326-6	6591
ZDB-GENE-030327-1	9403
ZDB-GENE-030327-4	1734
ZDB-GENE-030327-7	57190
ZDB-GENE-030328-13	26119
ZDB-GENE-030328-21	55500
ZDB-GENE-030328-29	833
ZDB-GENE-030328-39	5286
ZDB-GENE-030328-41	1733
ZDB-GENE-030404-2	57534
ZDB-GENE-030407-1	5020
ZDB-GENE-030407-2	551
ZDB-GENE-030407-3	29801
ZDB-GENE-030408-1	406
ZDB-GENE-030408-2	9575
ZDB-GENE-030408-3	4862
ZDB-GENE-030408-4	3895
ZDB-GENE-030408-5	10286
ZDB-GENE-030410-1	2876
ZDB-GENE-030410-2	2879
ZDB-GENE-030410-3	2879
ZDB-GENE-030410-4	140606
ZDB-GENE-030410-5	6415
ZDB-GENE-030411-2	280636
ZDB-GENE-030411-3	51734
ZDB-GENE-030411-5	3856
ZDB-GENE-030411-6	3875
ZDB-GENE-030421-3	5335
ZDB-GENE-030424-1	10765
ZDB-GENE-030424-3	23429
ZDB-GENE-030424-4	8564
ZDB-GENE-030425-1	274
ZDB-GENE-030425-2	8565
ZDB-GENE-030425-3	132
ZDB-GENE-030425-4	5496
ZDB-GENE-030425-5	163732
ZDB-GENE-030427-1	1272
ZDB-GENE-030429-1	8045
ZDB-GENE-030429-10	65986
ZDB-GENE-030429-12	9133
ZDB-GENE-030429-14	6522
ZDB-GENE-030429-21	4155
ZDB-GENE-030429-30	51053
ZDB-GENE-030429-36	6238
ZDB-GENE-030429-9	2804
ZDB-GENE-030430-2	389058
ZDB-GENE-030502-1	4157
ZDB-GENE-030502-2	4158
ZDB-GENE-030502-3	4159
ZDB-GENE-030502-4	2847
ZDB-GENE-030502-5	2847
ZDB-GENE-030502-6	84539
ZDB-GENE-030505-1	2299
ZDB-GENE-030508-1	1406
ZDB-GENE-030513-1	5617
ZDB-GENE-030513-2	5443
ZDB-GENE-030513-3	7252
ZDB-GENE-030515-1	57799
ZDB-GENE-030515-2	54984
ZDB-GENE-030515-3	4085
ZDB-GENE-030515-4	54994
ZDB-GENE-030515-5	6566
ZDB-GENE-030515-6	441478
ZDB-GENE-030515-7	441478
ZDB-GENE-030516-1	2797
ZDB-GENE-030516-2	4673
ZDB-GENE-030516-3	80781
ZDB-GENE-030516-4	83719
ZDB-GENE-030516-6	171425
ZDB-GENE-030519-1	7038
ZDB-GENE-030519-2	8829
ZDB-GENE-030520-2	7140
ZDB-GENE-030521-10	3598
ZDB-GENE-030521-13	1027
ZDB-GENE-030521-15	27248
ZDB-GENE-030521-26	129446
ZDB-GENE-030521-29	1267
ZDB-GENE-030521-32	55075
ZDB-GENE-030521-42	55329
ZDB-GENE-030521-5	10954
ZDB-GENE-030521-6	83541
ZDB-GENE-030523-1	7134
ZDB-GENE-030523-2	55872
ZDB-GENE-030603-1	23269
ZDB-GENE-030605-1	6597
ZDB-GENE-030612-1	7077
ZDB-GENE-030613-1	1848
ZDB-GENE-030616-115	238
ZDB-GENE-030616-115	4058
ZDB-GENE-030616-116	3706
ZDB-GENE-030616-127	51278
ZDB-GENE-030616-128	10158
ZDB-GENE-030616-129	10207
ZDB-GENE-030616-13	1290
ZDB-GENE-030616-132	23077
ZDB-GENE-030616-135	776
ZDB-GENE-030616-15	8796
ZDB-GENE-030616-151	55320
ZDB-GENE-030616-152	25938
ZDB-GENE-030616-153	25831
ZDB-GENE-030616-154	151126
ZDB-GENE-030616-155	550631
ZDB-GENE-030616-156	10291
ZDB-GENE-030616-158	10084
ZDB-GENE-030616-159	27238
ZDB-GENE-030616-161	5036
ZDB-GENE-030616-162	4628
ZDB-GENE-030616-163	5871
ZDB-GENE-030616-17	91252
ZDB-GENE-030616-177	8153
ZDB-GENE-030616-178	10493
ZDB-GENE-030616-182	51661
ZDB-GENE-030616-21	51454
ZDB-GENE-030616-220	23300
